Id,PredictedSalary
72673802,23904.53295
72673805,39134.43
72673806,28200.30352
72673811,28200.30352
72673813,28200.30352
72673814,28200.30352
72673816,35357.8858
72673824,28200.30352
72673828,28200.30352
72673829,36806.01947
72673840,39134.43
72673841,35357.8858
72673844,33998.45885
72673866,28200.30352
72673867,24921.21892
72673871,39134.43
72673873,26734.5951
72673877,33998.45885
72673878,35357.8858
72673881,35695.70191
72673885,28200.30352
72673886,28200.30352
72673887,28324.9625
72673888,35357.8858
72673889,28200.30352
72673890,28200.30352
72673924,28200.30352
72673926,28200.30352
72674147,23247.31278
72674207,38676.09362
72674217,31335.75199
72674224,30525.85487
72674228,24636.1414
72674248,38465.65148
72674249,42384.0077
72674251,51318.30416
72674252,8866.587346
72674458,31335.75199
72674480,27792.56973
72674482,28709.80752
72674506,34936.16219
72674508,28749.20533
72674520,28784.82966
72674544,27754.83152
72674552,47541.75997
72674553,34336.27495
72674554,28538.11962
72674558,44256.19198
72674562,-2809.557407
72674563,29489.05078
72674566,19050.96228
72674574,30858.44125
72674583,35695.70191
72674586,47541.75997
72674593,36250.91569
72674595,51318.30416
72674606,30906.93537
72674615,33569.86473
72674618,43515.17887
72674628,27834.73707
72674629,34115.77737
72674635,47021.99223
72674636,33933.01802
72674637,40384.17769
72674644,29567.40913
72674648,28538.11962
72674654,40791.71415
72674656,28945.65609
72674658,39752.62349
72674671,40384.17769
72674686,43403.51503
72674689,-2442.54861
72674692,17195.66297
72674695,35695.70191
72674697,32198.21647
72674700,40384.17769
72674701,34306.94157
72674710,39472.2461
72674715,29443.0398
72674716,36317.74984
72674726,47541.75997
72674735,29586.59222
72674759,17436.88066
72674776,47541.75997
72674780,29606.70568
72674791,47021.99223
72674795,33209.91286
72674796,19862.57674
72674810,25632.23525
72674815,9682.707042
72674816,28538.11962
72674855,40384.17769
72674856,37143.83557
72674874,33855.09433
72674876,28165.70108
72674877,43245.44804
72674884,29567.40913
72674887,29567.40913
72674889,34822.1668
72674890,34822.1668
72674898,31871.61715
72674900,26754.54476
72674902,40384.17769
72674906,51648.42149
72674909,40384.17769
72674915,53062.24369
72674919,41792.56773
72674932,33322.0655
72674942,33580.31271
72674943,42431.08262
72674952,29567.40913
72674954,40384.17769
72674955,22509.15447
72674958,29567.40913
72674960,39472.2461
72674963,35864.77877
72674981,25296.43037
72674982,34400.87953
72674994,39355.79875
72674995,26724.53627
72674997,39538.5581
72675016,28958.58611
72675018,47021.99223
72675020,44422.20319
72675025,32267.82066
72675026,24460.45907
72675053,32380.97582
72675064,37105.09308
72675065,28165.70108
72675066,33504.82485
72675070,47541.75997
72675071,40384.17769
72675076,32711.129
72675082,39773.24118
72675093,33504.82485
72675095,44601.96314
72675102,33322.0655
72675105,40803.48408
72675109,47021.99223
72675113,30858.44125
72675117,40550.25449
72675118,40791.71415
72675122,44601.96314
72675125,39355.79875
72675134,39355.79875
72675140,32198.21647
72675144,47541.75997
72675147,40367.49514
72675154,47541.75997
72675161,28945.65609
72675171,38016.02353
72675176,34821.42854
72675179,42269.87846
72675184,22631.88275
72675189,33322.0655
72675190,32198.21647
72675191,33741.3719
72675197,23505.89174
72675200,30858.44125
72675202,40384.17769
72675203,33504.82485
72675212,40791.71415
72675215,45626.03245
72675220,40384.17769
72675221,40384.17769
72675225,38395.43031
72675234,51501.06351
72675257,36044.39662
72675258,46182.33302
72675259,25611.36921
72675267,36087.86576
72675268,36724.99142
72675270,33209.91286
72675271,40384.17769
72675277,25055.4478
72675278,31335.75199
72675280,25773.7411
72675288,36087.86576
72675609,30156.47383
72675611,43245.44804
72675614,24886.61647
72675617,43245.44804
72675625,43132.34294
72675626,33209.91286
72675635,36724.99142
72675637,30074.40933
72675654,35191.01815
72675661,40488.41056
72675664,51318.30416
72675666,25405.32498
72675667,31567.23915
72675677,37667.35525
72675679,27553.01066
72675680,28165.70108
72675681,29567.40913
72675683,17436.88066
72675686,30692.53232
72675687,36370.738
72675701,29268.49119
72675702,30364.97152
72675705,27754.83152
72675706,28165.70108
72675707,27977.45907
72675709,31567.23915
72675711,31347.04403
72675714,44689.59905
72675716,28923.11733
72675717,24769.50042
72675722,43245.44804
72675729,40384.17769
72675735,38016.02353
72675738,41792.56773
72675740,36724.99142
72675746,29692.06812
72675747,29567.40913
72675751,32755.90508
72675753,31335.75199
72675756,46889.64461
72675757,40479.64779
72675758,23105.4968
72675759,22449.1234
72675762,30749.983
72675765,18868.20293
72675770,25104.36901
72675772,31335.75199
72675774,46610.53236
72675776,43403.51503
72675777,43403.51503
72675778,36087.86576
72675780,30917.30944
72675781,20688.9449
72675783,29567.40913
72675784,36087.86576
72675805,51318.30416
72675810,40384.17769
72675813,31335.75199
72675816,51318.30416
72675818,40384.17769
72675822,22449.1234
72675826,27754.83152
72675827,38493.33427
72675831,31755.05838
72675832,37133.90732
72675833,31335.75199
72675834,44662.25629
72675838,30509.77297
72675839,29567.40913
72675842,31567.23915
72675848,38016.02353
72675853,27460.28013
72675854,4125.968977
72675857,36844.01369
72675876,46182.33302
72675878,31347.04403
72675881,26030.39346
72675883,35695.70191
72675893,36087.86576
72675901,23516.93753
72675902,37004.95531
72675909,14942.73753
72675912,36822.19596
72675914,39523.70165
72675919,38794.22763
72675920,22449.1234
72675924,29213.15571
72675925,32232.49305
72675926,31347.04403
72675935,33933.01802
72675938,41945.35786
72675941,40384.17769
72675946,41945.35786
72675950,24313.23062
72675959,18591.15677
72675961,30509.77297
72675972,33322.0655
72675975,22449.1234
72675977,29567.40913
72675997,21718.08945
72676006,33322.0655
72676024,39698.64339
72676030,29168.53553
72676046,26288.32453
72676060,35273.55221
72676062,35695.70191
72676064,40367.49514
72676065,29567.40913
72676066,31793.72369
72676068,36724.99142
72676069,27818.24937
72676076,40384.17769
72676082,24815.86087
72676085,44177.07902
72676098,27277.52078
72676099,32006.78909
72676100,27579.35665
72676104,32380.97582
72676105,44256.19198
72676109,40384.17769
72676110,27212.96362
72676136,24005.39825
72676138,36087.86576
72676140,36087.86576
72676142,32482.17998
72676337,41064.11614
72676338,44946.41935
72676342,36159.20226
72676344,46793.29171
72676347,31039.04327
72676349,40384.17769
72676905,33739.03957
72676909,31770.61385
72676910,39826.29565
72676913,28602.34407
72676941,32759.36579
72676952,34153.08954
72676968,38929.6828
72676997,33970.33019
72677026,30440.11854
72677073,39367.63341
72677074,31669.79334
72677084,24286.97661
72677085,31487.03399
72677093,39765.22804
72677095,39584.58248
72677105,33264.84078
72677108,32449.91989
72677109,39367.63341
72677112,33082.08143
72677122,39401.82313
72677128,24900.12854
72677135,33082.08143
72677137,33082.08143
72677142,28400.90886
72677153,28583.66821
72677154,28583.66821
72677156,28220.2633
72677161,28126.04139
72677162,26063.90935
72677175,39238.41378
72677180,39055.65443
72677181,39401.82313
72677182,39238.41378
72677184,39401.82313
72677185,39401.82313
72677187,39055.65443
72677195,39419.05934
72677199,39238.41378
72677204,39238.41378
72677205,39236.29999
72677207,39055.65443
72677210,39238.41378
72677213,39055.65443
72677214,39238.41378
72677220,29734.96897
72677224,29855.03025
72677225,29855.03025
72677228,31137.63785
72677234,35808.03829
72677242,30697.30401
72677254,30697.30401
72677256,37057.57513
72677257,30697.30401
72677258,37420.98004
72677263,37238.22069
72677265,30697.30401
72677288,30774.54629
72677299,35808.03829
72677304,39055.65443
72677331,32759.36579
72677350,39401.82313
72677579,37389.58675
72677581,34081.90672
72677642,33165.92428
72677653,31954.95989
72677654,34210.87731
72677662,35514.27754
72677664,34210.87731
72677665,34210.87731
72677666,31954.95989
72677740,27065.78226
72678010,42269.87846
72678016,33322.0655
72678017,33322.0655
72678018,32198.21647
72678037,40501.53561
72678041,47021.99223
72678045,40168.06343
72678048,51501.06351
72678050,36999.36893
72678052,35456.31156
72678055,40501.53561
72678056,29567.40913
72678057,40501.53561
72678059,47021.99223
72678062,40598.74015
72678072,47846.18731
72678073,32905.84494
72678075,51501.06351
72678079,36270.62511
72678084,51318.30416
72678085,47478.02289
72678087,29567.40913
72678088,40891.17788
72678089,55020.45214
72678090,51318.30416
72678096,51501.06351
72678101,51318.30416
72678102,51318.30416
72678109,33763.07206
72678111,44247.26045
72678112,46793.29171
72678116,36270.62511
72678124,51318.30416
72678128,43132.34294
72678129,32027.43915
72678132,38794.22763
72678133,45637.94166
72678139,44659.59056
72678142,29664.61367
72678149,43938.95739
72678150,40384.17769
72678200,34720.76014
72678204,46610.53236
72678214,38957.75135
72678216,41073.93723
72678217,51501.06351
72678218,55020.45214
72678224,40384.17769
72678225,40444.20875
72678227,40501.53561
72678230,39055.29867
72678232,51318.30416
72678236,51318.30416
72678237,38224.01659
72678239,40384.17769
72678241,51318.30416
72678242,51318.30416
72678254,40384.17769
72678255,40384.17769
72678257,40384.17769
72678261,40384.17769
72678270,33504.82485
72678271,8063.384697
72678273,45687.2149
72678278,51501.06351
72678280,40501.53561
72678292,49951.19855
72678293,54837.69279
72678294,51318.30416
72678296,29974.9456
72678297,54837.69279
72678299,40384.17769
72678300,51318.30416
72678304,51318.30416
72678305,51318.30416
72678308,40384.17769
72678309,51318.30416
72678310,47021.99223
72678312,36087.86576
72678341,32539.88226
72678351,38976.98698
72678353,36495.40223
72678357,42067.71408
72678365,38224.01659
72678368,51318.30416
72678369,33322.0655
72678372,44438.95133
72678375,38548.32545
72678376,44256.19198
72678377,51318.30416
72678378,31571.34297
72678379,42991.63473
72678380,42991.63473
72678390,28940.54355
72678391,34709.3991
72678392,29567.40913
72678394,40684.29496
72678405,33322.0655
72678406,29279.93585
72678412,36250.91569
72678413,33504.82485
72678419,29567.40913
72678425,54837.69279
72678430,39643.934
72678431,44256.19198
72678436,33322.0655
72678437,29117.65602
72678438,40384.17769
72678441,29567.40913
72678443,51318.30416
72678444,51742.77668
72678446,31954.95989
72678447,54837.69279
72678458,36816.60958
72678459,44144.03933
72678461,40992.13947
72678467,40384.17769
72678472,51318.30416
72678473,40791.71415
72678474,40384.17769
72678475,31335.75199
72678489,40501.53561
72678496,43315.10229
72678498,43607.14008
72678500,33322.0655
72678505,24926.3481
72678507,36816.60958
72678511,44144.03933
72678513,38548.32545
72678515,54837.69279
72678516,4125.968977
72678527,40384.17769
72678529,47021.99223
72678531,40910.4839
72678546,29664.61367
72678561,54837.69279
72678565,33580.31271
72678566,43132.34294
72678567,36816.60958
72678568,39714.14709
72678575,24202.53709
72678576,25266.08521
72678579,51318.30416
72678581,40384.17769
72678582,36838.28511
72678583,37762.18142
72678584,51318.30416
72678586,40501.53561
72678588,29567.40913
72678590,44256.19198
72678592,54837.69279
72678596,33322.0655
72678598,54837.69279
72678601,40384.17769
72678607,44118.12878
72678610,24926.3481
72678618,44256.19198
72678621,40501.53561
72678624,51318.30416
72678628,36816.60958
72678638,51318.30416
72678639,40444.20875
72678641,32474.11153
72678644,41566.75155
72678645,31335.75199
72678647,29642.34474
72678649,40384.17769
72678652,36082.85376
72678655,33322.0655
72678656,40384.17769
72678658,28709.80752
72678660,33209.91286
72678661,45394.22286
72678662,43938.95739
72678666,36661.25434
72678671,40501.53561
72678672,33322.0655
72678676,43403.51503
72678688,36087.86576
72678689,37177.33166
72678690,51318.30416
72678691,42889.08637
72678692,33322.0655
72678693,40384.17769
72678698,40501.53561
72678706,43938.95739
72678709,44144.03933
72678710,40992.13947
72678712,30858.44125
72678717,40384.17769
72678721,51318.30416
72678722,4125.968977
72678723,31383.90292
72678725,47478.02289
72678726,40384.17769
72678728,51318.30416
72678729,41771.51128
72678732,51318.30416
72678734,24803.61982
72678752,48974.05616
72678754,47021.99223
72678771,33310.3329
72678775,28753.09558
72678791,41771.51128
72678792,33322.0655
72678795,33322.0655
72678798,40384.17769
72678799,38717.02014
72678800,24926.3481
72678801,29567.40913
72678805,40384.17769
72678806,24926.3481
72678807,24926.3481
72678812,33322.0655
72678816,40384.17769
72678817,44598.24975
72678821,51318.30416
72678825,44514.43919
72678831,24926.3481
72678836,30509.77297
72678848,54837.69279
72678880,37065.17901
72678881,33817.87464
72678889,33322.0655
72678891,34935.95659
72678895,27613.49324
72678897,32213.2071
72678899,41771.51128
72678900,34822.1668
72678902,33322.0655
72678907,40384.17769
72678910,40501.53561
72678911,35994.58642
72678918,38667.14731
72678922,40501.53561
72678924,41945.35786
72678926,51318.30416
72678928,51318.30416
72678933,29567.40913
72678939,40384.17769
72678943,33322.0655
72678945,41945.35786
72678946,28892.56687
72678949,51318.30416
72678956,7880.625347
72678958,40384.17769
72678959,19558.80609
72678961,51318.30416
72678974,36816.60958
72678975,31051.94727
72678976,29567.40913
72678980,40501.53561
72678981,29567.40913
72678983,33322.0655
72678984,51318.30416
72678985,32198.21647
72678989,31335.75199
72678990,51318.30416
72678995,43607.14008
72679002,41687.17739
72679009,29567.40913
72679010,39773.24118
72679015,28709.80752
72679018,27270.01578
72679019,14942.73753
72679020,40384.17769
72679026,24926.3481
72679032,38224.01659
72679033,31600.72717
72679035,29567.40913
72679036,29567.40913
72679042,40384.17769
72679044,24926.3481
72679045,24926.3481
72679046,24926.3481
72679048,24926.3481
72679051,47775.58061
72679052,27148.97207
72679054,47903.45201
72679055,33322.0655
72679057,33122.18884
72679061,46610.53236
72679068,40384.17769
72679070,29234.59351
72679090,29004.70942
72679091,28992.97682
72679115,28393.77292
72679123,29004.70942
72679126,28992.97682
72679128,27656.10518
72679163,33819.11221
72679164,27015.96205
72679183,29004.70942
72679211,21886.42369
72679213,21886.42369
72679217,28992.97682
72679263,29004.70942
72679274,24346.32812
72679281,21886.42369
72679284,32586.74647
72679287,31340.797
72679290,33855.09433
72679292,25234.93331
72679294,33322.0655
72679307,36162.29171
72679324,29004.70942
72679328,33005.8804
72679331,20537.81944
72679332,-3555.016468
72679353,29567.40913
72679354,29567.40913
72679357,36087.86576
72679359,51318.30416
72679361,38906.79198
72679385,31049.75176
72679388,36996.07803
72679402,40384.17769
72679406,44476.83121
72679413,29642.34474
72679414,26549.64643
72679416,40384.17769
72679418,27342.70191
72679420,37105.09308
72679424,40384.17769
72679431,30356.79634
72679433,40891.17788
72679435,7768.472698
72679437,29357.97353
72679440,33209.91286
72679444,39806.66739
72679445,33322.0655
72679449,40884.56081
72679453,38205.39072
72679459,33660.06265
72679467,39487.67993
72679469,36958.41041
72679470,40384.17769
72679472,44998.56246
72679474,29706.98639
72679475,36816.60958
72679476,44144.03933
72679477,28137.28285
72679481,40384.17769
72679482,54837.69279
72679483,38157.28761
72679485,40384.17769
72679486,31335.75199
72679489,40501.53561
72679491,29567.40913
72679493,43607.14008
72679494,29567.40913
72679495,28709.80752
72679498,26980.86248
72679509,47663.42796
72679510,40384.17769
72679515,31086.07551
72679517,33322.0655
72679526,41771.51128
72679527,33322.0655
72679528,29093.4057
72679529,31571.34297
72679713,29567.40913
72679714,28709.80752
72679717,40384.17769
72679719,33322.0655
72679723,29567.40913
72679730,36838.28511
72679733,28208.31854
72679734,33927.70467
72679735,40841.33982
72679750,31041.2006
72679751,42889.08637
72679752,29030.39636
72679777,33322.0655
72679778,31161.90441
72679791,33322.0655
72679800,31471.15921
72679804,33322.0655
72679805,40384.17769
72679811,32307.84323
72679814,44020.92424
72679815,34381.81192
72679817,33322.0655
72679819,42889.08637
72679825,29567.40913
72679827,54837.69279
72679828,31565.68355
72679829,27760.05462
72679831,25986.48867
72679832,44170.34286
72679833,33209.91286
72679834,29567.40913
72679838,28165.70108
72679844,44020.92424
72679850,33209.91286
72679851,26655.81478
72679852,33322.0655
72679853,40384.17769
72679854,28945.33036
72679859,38224.01659
72679877,27797.93883
72679881,41945.35786
72679893,29030.39636
72679898,25104.36901
72679899,40384.17769
72679900,33322.0655
72679918,43997.38087
72679919,39714.14709
72679920,19558.80609
72679921,40501.53561
72679922,29567.40913
72679924,36881.38316
72679930,29567.40913
72679935,40501.53561
72679937,26473.81753
72679939,40384.17769
72679940,40501.53561
72679941,40501.53561
72679942,40384.17769
72679943,41792.56773
72679945,33322.0655
72679947,28260.86144
72679949,33322.0655
72679955,40501.53561
72679957,41771.51128
72679964,36423.50052
72679969,31383.90292
72679971,51318.30416
72679973,25104.36901
72679976,32292.67507
72679980,31680.13098
72679982,29567.40913
72679984,39151.48853
72679985,22631.88275
72679989,29567.40913
72679993,29567.40913
72679998,33392.67221
72680000,39506.78512
72680001,40501.53561
72680003,40501.53561
72680004,2907.020268
72680006,29750.16848
72680008,33322.0655
72680024,40501.53561
72680038,32507.75195
72680044,33322.0655
72680048,23635.26221
72680051,27614.19897
72680059,33648.62884
72680060,5068.332813
72680063,25992.16198
72680064,44326.79868
72680066,39134.43
72680070,50541.38086
72680074,29567.40913
72680078,29030.39636
72680079,28538.11962
72680080,29567.40913
72680082,29567.40913
72680084,29974.9456
72680093,29418.64951
72680094,27485.82671
72680096,28165.70108
72680098,32520.29765
72680099,39099.82755
72680101,33209.91286
72680102,44020.92424
72680103,39115.48892
72680106,21591.70084
72680107,25999.84102
72680110,33322.0655
72680114,27171.01401
72680118,44703.64934
72680120,28165.70108
72680122,22449.1234
72680143,29567.40913
72680145,22052.18809
72680146,39134.43
72680147,28200.30352
72680155,32180.63397
72680156,40384.17769
72680159,34289.17288
72680161,14061.38863
72680165,29567.40913
72680169,28165.70108
72680170,29567.40913
72680171,22449.1234
72680172,29567.40913
72680173,25104.36901
72680174,40384.17769
72680178,24902.64162
72680180,35535.73911
72680185,26695.09618
72680186,44144.03933
72680191,16158.97864
72680196,29567.40913
72680198,25986.48867
72680201,29213.15571
72680203,29567.40913
72680205,33209.91286
72680206,7880.625347
72680207,27818.24937
72680210,32089.8964
72680214,40501.53561
72680219,26626.60906
72680220,29567.40913
72680222,30333.39607
72680223,4125.968977
72680226,30417.72996
72680228,23181.6509
72680230,29750.16848
72680236,28892.56687
72680242,40566.93704
72680305,36423.50052
72680372,30633.90964
72680393,40384.17769
72680398,40384.17769
72680688,29841.11933
72680697,39472.2461
72680700,28538.11962
72680704,22681.88487
72680718,29284.67331
72680722,30773.05228
72680731,18868.62373
72680737,33794.79083
72680740,20447.44446
72680773,24754.382
72680778,36736.13044
72680790,35707.9254
72680832,35525.16605
72680850,49132.51162
72680891,36918.88979
72680907,36918.88979
72680916,37481.5895
72680925,37481.5895
72681153,7645.067064
72681226,7645.067064
72681258,7645.067064
72681472,7645.067064
72681585,7645.067064
72681744,7645.067064
72681851,7645.067064
72681860,7645.067064
72682010,7645.067064
72682612,7645.067064
72682640,34373.25688
72682644,34373.25688
72682648,39401.82313
72682649,39826.29565
72682654,39826.29565
72682891,39826.29565
72682893,39826.29565
72682895,35808.03829
72682898,33739.03957
72682906,29617.56338
72682915,39826.29565
72682929,39826.29565
72683172,29345.14542
72683175,40890.2084
72683178,36124.28514
72683179,26388.51381
72683180,33938.30515
72683182,41497.44026
72683185,29891.40791
72683258,35796.19257
72683260,42104.37597
72683266,39092.80588
72683267,39092.80588
72683268,39092.80588
72683275,33505.31654
72683277,43293.82259
72683289,28367.65548
72683301,39092.80588
72683374,33017.613
72683375,44376.212
72683377,33017.613
72683571,41792.56773
72683575,41975.32708
72683578,41792.56773
72683579,41792.56773
72683582,41975.32708
72683585,30793.76725
72683595,37952.28646
72683597,33877.77859
72683622,28760.61321
72683642,36099.24197
72683664,30325.24122
72683685,27224.14115
72683691,24917.77835
72683700,31812.60855
72683705,27315.97035
72683719,27552.7173
72683723,29932.05456
72683726,14791.87302
72683727,24028.9204
72683728,27552.7173
72683729,26096.21638
72683730,28760.61321
72683734,28147.48776
72683736,27552.7173
72683737,36121.88787
72683739,29202.69842
72683753,29142.66736
72683754,3319.173048
72683759,30835.88507
72683760,36121.88787
72683768,25603.85622
72683769,22321.57061
72683771,28579.96765
72683773,22321.57061
72683775,29459.15782
72683777,29459.15782
72683779,39859.84476
72683781,20136.39803
72683782,35757.10423
72683785,37829.0117
72683789,40076.79383
72683792,28450.23141
72683793,40076.79383
72683795,3701.2272
72683799,36236.51256
72683801,37829.0117
72683802,29786.1126
72683806,28579.96765
72683808,20774.63482
72683811,33757.05213
72683812,39297.14505
72683813,39297.14505
72683839,20467.66159
72683871,40902.77285
72683887,35271.68359
72683893,30707.28372
72683895,43581.33962
72683899,27561.00664
72683900,27561.00664
72683903,32647.21314
72683904,43581.33962
72683905,43581.33962
72683910,43581.33962
72683939,27326.34287
72683958,43581.33962
72683959,32647.21314
72683960,43581.33962
72683962,43581.33962
72683964,36428.05686
72684005,47100.72825
72684009,36327.53656
72684011,43581.33962
72684012,43581.33962
72684013,19583.72592
72684058,44005.81214
72684151,44005.81214
72684162,33154.21334
72684163,7205.772988
72684166,43581.33962
72684170,36327.53656
72684172,32647.21314
72684235,43581.33962
72684239,43581.33962
72684241,39741.05835
72684242,39804.79543
72684290,33255.17493
72684301,51742.86367
72684308,43581.33962
72684357,43581.33962
72684363,29221.44587
72684392,36260.41632
72684397,30468.42618
72684404,29483.61267
72684408,43581.33962
72684410,28686.53598
72684411,44005.81214
72684415,43581.33962
72684418,30125.61583
72684420,28283.73375
72684421,43581.33962
72684422,43581.33962
72684426,43581.33962
72684427,43581.33962
72684431,43581.33962
72684434,44005.81214
72684435,39741.05835
72684436,44005.81214
72684437,44005.81214
72684438,30025.21688
72684441,39741.05835
72684446,47100.72825
72684449,43764.09897
72684451,43581.33962
72684452,43764.09897
72684455,43581.33962
72684460,37950.25036
72684463,43581.33962
72684467,43581.33962
72684468,36446.67703
72684469,44005.81214
72684473,7205.772988
72684475,31280.10753
72684476,43581.33962
72684477,44005.81214
72684487,28327.83448
72684503,37475.19936
72684507,33744.82532
72684509,37475.19936
72684511,36162.8879
72684512,24361.19745
72684527,28957.42602
72684531,28538.11962
72684950,28538.11962
72684952,29622.63259
72684967,28538.11962
72684969,28538.11962
72684985,35695.70191
72684989,28538.11962
72684990,28538.11962
72685032,28538.11962
72685037,35695.70191
72685038,35695.70191
72686882,42064.94417
72687297,34886.80425
72687321,36275.5854
72687397,41626.6588
72687403,25146.37374
72687421,40684.29496
72687422,26674.46196
72687424,21336.39772
72687448,40147.28219
72687449,16966.471
72687452,40147.28219
72687453,24070.0357
72687458,39997.97613
72687461,2196.163653
72687465,28113.17558
72687476,40147.28219
72687482,40147.28219
72687483,49388.49884
72687487,42326.38665
72687488,45092.18691
72687490,28482.83578
72687494,23676.92664
72687510,38571.73029
72687514,33154.33721
72687515,27158.37937
72687527,31925.289
72687530,36925.22098
72687533,38571.73029
72687537,38861.90883
72687545,40147.28219
72687553,43131.67022
72687561,16966.471
72687567,40147.28219
72687568,38571.73029
72687570,28862.92664
72687571,35925.03882
72687572,28862.92664
72687594,49388.49884
72687595,36294.21127
72687598,34114.59129
72687617,35986.41284
72687625,26990.01759
72687626,49388.49884
72687632,42214.23401
72687708,26401.18068
72687713,49388.49884
72687743,31926.40245
72687766,15266.78125
72687768,22456.41982
72687775,23949.0946
72687784,49388.49884
72687788,22324.35453
72687789,40147.28219
72687793,26727.70405
72687804,43131.67022
72687809,31836.16076
72687810,12930.44227
72687823,37190.37506
72687825,40147.28219
72687832,27007.09328
72687845,13012.9322
72687846,22752.72614
72687861,1338.562038
72687868,38571.73029
72687877,35290.77189
72687968,39514.09412
72687971,36988.66394
72687977,21045.62429
72687978,40147.28219
72687986,37784.34176
72688006,40147.28219
72688013,26760.21124
72688017,24070.0357
72688024,30160.09108
72688026,38571.73029
72688028,25607.67379
72688050,40147.28219
72688051,40147.28219
72688065,16134.15118
72688070,26047.65375
72688077,16612.08629
72688079,38571.73029
72688082,24824.56197
72688084,40147.28219
72688094,40147.28219
72688099,40147.28219
72688104,28602.46323
72688106,40147.28219
72688111,18028.088
72688114,26352.72761
72688118,-4922.122082
72688140,34565.5969
72688145,49388.49884
72688148,49388.49884
72688150,18929.36802
72688153,38643.60744
72688163,38571.73029
72688164,49388.49884
72688167,30983.84837
72688174,40147.28219
72688177,17486.4874
72688183,40147.28219
72688258,29496.01063
72688260,20803.04509
72688273,36038.49549
72688297,33580.31271
72688300,33322.0655
72688302,30858.44125
72688304,33580.31271
72688309,29030.39636
72688311,47903.45201
72688327,40566.93704
72688366,26097.04556
72688372,51318.30416
72688373,26097.04556
72688387,40501.53561
72688389,51318.30416
72688395,45181.32181
72688396,32198.21647
72688397,30221.31121
72688399,47021.99223
72688401,42269.87846
72688402,51318.30416
72688405,51318.30416
72688409,38548.32545
72688412,34318.39545
72688426,40384.17769
72688433,29213.15571
72688434,40598.74015
72688436,29030.39636
72688443,32905.84494
72688445,47204.75158
72688446,40626.9681
72688447,46353.42173
72688453,51501.06351
72688456,47204.75158
72688459,32015.69044
72688460,47204.75158
72688461,55020.45214
72688464,51501.06351
72688465,40566.93704
72688466,36599.65005
72688468,50541.38086
72688472,36195.80919
72688476,42269.87846
72688477,41954.27063
72688478,47478.02289
72688481,54837.69279
72688485,32905.84494
72688488,84259.27393
72688489,51318.30416
72688493,54837.69279
72688495,45311.95636
72688496,41792.56773
72688499,40566.93704
72688500,40566.93704
72688501,40566.93704
72688504,15125.49688
72688505,51318.30416
72688509,54837.69279
72688510,51318.30416
72688518,47021.99223
72688519,51318.30416
72688523,54837.69279
72688529,30692.53232
72688530,46834.49092
72688531,44956.96946
72688532,44916.75399
72688533,55020.45214
72688534,39297.57596
72688537,32380.97582
72688539,51501.06351
72688541,55020.45214
72688542,55020.45214
72688544,-2259.78926
72688545,44300.88813
72688554,42269.87846
72688557,51742.77668
72688561,51318.30416
72688562,50541.38086
72688563,50541.38086
72688564,51318.30416
72688565,51318.30416
72688567,40384.17769
72688569,44144.03933
72688571,51318.30416
72688572,40501.53561
72688573,34334.86378
72688576,38224.01659
72688577,33322.0655
72688580,44514.43919
72688581,33933.01802
72688582,40384.17769
72688583,51318.30416
72688587,47021.99223
72688589,29664.61367
72688592,33504.82485
72688596,51501.06351
72688597,40566.93704
72688599,40974.4735
72688600,51501.06351
72688603,51501.06351
72688608,41975.32708
72688613,8063.384697
72688614,30917.30944
72688616,30917.30944
72688617,30692.53232
72688621,23677.93444
72688624,40384.17769
72688626,54837.69279
72688628,54837.69279
72688631,51318.30416
72688632,54837.69279
72688637,36958.41041
72688641,40781.4995
72688648,31168.97868
72688649,50541.38086
72688652,38794.22763
72688654,46549.79211
72688655,44514.43919
72688656,44514.43919
72688657,43403.51503
72688658,43403.51503
72688661,51501.06351
72688663,42269.87846
72688669,51501.06351
72688674,47204.75158
72688678,51501.06351
72688682,52879.48434
72688684,51318.30416
72688688,35273.55221
72688689,26531.02056
72688690,37469.55938
72688691,40384.17769
72688692,38205.39072
72688693,44064.5011
72688694,29567.40913
72688696,50541.38086
72688698,51318.30416
72688699,50541.38086
72688703,43938.95739
72688704,43938.95739
72688705,51318.30416
72688712,47021.99223
72688713,33858.23926
72688714,50541.38086
72688716,51318.30416
72688717,37562.10666
72688725,34334.86378
72688729,41925.75065
72688730,29567.40913
72688731,44256.19198
72688734,17436.88066
72688736,43938.95739
72688739,54837.69279
72688741,51318.30416
72688748,40974.4735
72688755,40830.82051
72688756,33036.38198
72688757,33036.38198
72688759,33036.38198
72688760,33036.38198
72688761,33036.38198
72688763,30253.0887
72688766,33036.38198
72688767,51501.06351
72688769,47660.78224
72688772,38972.79796
72688773,51318.30416
72688776,47903.45201
72688777,51318.30416
72688780,43132.34294
72688781,40384.17769
72688783,51318.30416
72688789,36764.69256
72688790,38548.32545
72688793,54837.69279
72688804,28709.80752
72688805,50541.38086
72688806,54837.69279
72688807,39107.2031
72688811,38224.01659
72688817,7880.625347
72688819,40501.53561
72688820,43938.95739
72688821,51318.30416
72688822,33324.19229
72688824,51318.30416
72688825,38205.39072
72688828,44738.04319
72688830,51318.30416
72688831,44239.44384
72688832,54837.69279
72688833,51501.06351
72688834,44438.95133
72688835,40566.93704
72688840,54837.69279
72688841,40384.17769
72688845,51501.06351
72688846,51501.06351
72688849,51318.30416
72688850,33322.0655
